Actual,Predicted
1210.56,210.73431
18131.94,17905.232
5887.24,4858.7344
11877.46,11520.153
5407.54,5322.818
34266.77,33761.902
61123.41,66769.305
2090.33,848.0122
3083.18,2910.7708
863.57,537.94055
10.41,308.62766
12137.46,12219.269
46796.6,45463.055
775.0,1853.6163
2682.5,3911.4595
9017.24,8096.6504
1935.0,1601.447
22275.48,21548.334
10325.54,11571.7
1385.8,324.5481
11433.58,12537.66
6169.75,4936.8076
30853.02,32354.258
-28.92,326.3495
36654.0,35254.793
6180.48,8783.895
2476.44,2702.6545
72872.5,77313.625
3197.31,3318.998
2964.01,2920.6372
9691.94,7730.012
2345.14,2276.6997
78819.2,78060.445
16481.08,14452.839
1873.33,1768.2076
509.35,29.31218
724.92,902.055
14.0,-37.855843
28799.21,31492.832
14896.32,15759.363
1519.72,1223.7334
60418.53,61516.145
1147.13,921.73816
22912.5,24288.357
5451.59,4518.7754
44.83,-115.200356
1103.01,1370.8112
92764.5,93519.37
5242.88,6413.151
5912.1,6387.304
1197.23,1750.3926
3639.18,3890.0735
327.85,75.58538
718.0,2654.6228
466.91,1535.4752
16000.11,15565.923
22121.47,21055.98
517.11,748.6786
37987.81,37493.664
5755.79,7873.74
58818.47,53972.207
14414.78,14282.3
50550.0,53492.688
44.76,162.13753
1814.36,1819.1056
5828.0,2269.5051
9860.86,11752.06
43986.21,42502.082
80326.15,75972.055
622.66,-1277.2086
67861.2,68164.49
29634.46,28072.564
748.22,1764.0387
3451.04,3543.354
15156.0,13801.255
67020.44,69522.9
51911.82,55366.53
73784.56,72684.26
28345.05,27040.018
1714.0,2551.8171
2638.15,2242.4614
9350.33,9184.892
7238.7,7099.7954
3087.75,2940.4348
17669.4,18304.07
10477.58,10993.55
1004.32,-2346.9521
57847.54,56352.797
8250.32,11228.366
1580.57,2502.6995
4796.87,4652.521
17241.05,14931.367
6176.47,7095.1875
28373.0,26386.264
78362.47,83810.38
380.49,278.7933
1921.68,2717.1729
1091.2,790.9409
2309.0,1705.5303
549.94,964.09265
7802.04,8529.916
3506.37,4780.564
26127.76,23862.49
1953.5,746.4654
8734.49,8893.416
8361.45,7488.954
3118.2,3578.7551
46717.76,45587.926
28333.85,34624.883
58308.44,54463.977
2917.04,2380.6858
24365.79,21828.496
23369.55,22867.182
47522.61,42436.527
27937.77,26349.736
13.5,-177.4078
4113.48,4901.457
3462.4,2738.8462
12048.9,14007.186
1317.65,901.6604
18210.52,24984.455
40185.92,40670.754
14512.28,10158.485
2693.27,4852.0015
11733.26,13579.019
4200.96,4376.6616
23799.74,30506.113
80.75,158.12639
103.53,1193.7031
9438.58,6321.1367
1063.55,1826.8015
8644.77,6198.7207
17996.5,19072.58
9654.25,8189.929
30862.25,31362.482
6899.12,7933.9487
15650.83,14453.675
264.97,-347.73752
29555.24,29374.771
47342.76,40352.402
2249.68,690.372
6457.86,6582.212
11855.52,13110.217
33962.51,30008.863
55265.72,55581.52
29847.25,26836.736
5806.63,6121.3374
1467.5,1975.2537
19486.45,20596.262
742.8,930.58954
13351.97,13595.442
1044.26,1309.0084
18413.71,20714.057
56918.89,44633.49
20794.18,22192.674
19245.29,19237.27
21996.5,24529.36
17411.83,15312.42
1687.71,3648.7625
35.0,-91.53505
5.27,102.907585
4503.23,2421.346
11275.18,12604.127
73022.88,70589.0
44317.32,43857.316
6755.5,4626.113
380.0,84.27422
10102.3,7503.2637
26222.32,23792.55
3046.33,56.50995
13975.7,14181.213
14891.17,13721.25
691.5,342.13528
10866.65,10398.706
10379.33,9515.875
615.01,451.3832
2909.22,4472.827
69152.42,67630.05
13046.04,13477.401
1285.0,945.33606
19579.98,18836.104
34527.61,30517.691
56663.83,48273.414
3829.73,2702.2603
7135.71,6958.853
4216.44,5088.438
10708.88,9978.928
3991.77,3517.7446
7431.02,5456.112
9964.24,7488.9395
8171.86,7187.216
3482.03,3979.4094
623.05,866.7588
34910.1,36505.035
46578.66,44268.33
21163.17,21682.744
15437.72,16961.322
595.36,3953.9536
56638.32,56202.71
11.88,-268.85168
469.14,-24.442902
3094.96,-3595.9836
829.5,327.90564
1623.24,2328.8796
121804.73,121883.086
7.98,1902.6436
77370.37,80647.33
6781.67,5296.561
15027.04,15826.639
66689.26,66525.766
-5.59,-167.51222
380.78,737.05304
16562.1,16122.852
3875.58,5310.1094
2886.75,2331.3794
58509.29,58368.63
58804.32,62119.84
83.47,-326.90637
490.0,3368.7195
2769.4,3224.8801
29957.81,30608.543
1018.65,500.84866
149.6,-665.0628
21603.93,21896.03
4334.99,5010.7
23234.93,27490.484
11314.52,10363.9795
493.46,626.9987
26565.55,30652.84
1421.25,2011.0974
8897.68,9183.349
7547.16,7866.503
9445.2,10148.683
26642.08,29811.145
674.22,745.32825
4317.76,3819.4146
934.24,1043.8243
153.0,-141.47154
3648.94,2893.1492
0.6,1064.0105
11547.44,7894.9185
19716.71,20209.732
6.0,267.6075
10779.0,11238.288
277.03,487.45383
8606.67,9938.593
3282.87,2078.6204
25306.12,30028.947
8.94,1450.786
3725.45,4262.7363
22800.5,24390.447
12238.31,11014.383
1917.28,3612.8203
15.1,928.3248
26125.34,29091.111
10173.59,8646.986
6739.25,6948.19
39035.14,40558.17
27671.42,29098.723
853.6,514.768
10893.32,5526.399
14147.36,12422.411
377.26,900.53845
8264.95,9092.837
4726.09,6915.6626
3922.89,4792.704
2421.32,3586.4563
6824.19,5060.8174
125.21,-51.433434
36058.94,35351.543
2846.0,3124.7537
38.75,176.36565
372.11,521.68365
872.25,515.73193
3432.5,3480.3162
56504.69,61294.223
9497.6,9080.829
310.0,1912.6571
308.95,1021.8407
29262.09,28892.197
1397.33,2122.7551
16832.26,18662.557
62.03,-148.46445
15767.86,18181.354
32145.0,31520.879
7356.53,7904.0356
5925.81,5564.1387
9824.78,10111.867
8238.63,7925.8105
23291.87,21798.426
3368.8,4099.2485
19572.68,17553.576
5564.13,5701.5693
2818.91,3148.946
397.15,361.30487
27.92,276.7294
1202.21,1540.9921
13633.54,14202.404
45575.94,54314.664
43880.45,39430.066
8358.65,8492.805
1571.71,809.43134
114309.08,118605.34
6458.12,5244.9297
18516.33,13384.33
33173.83,36134.242
23024.49,24134.521
5742.0,6885.2983
5147.77,10559.582
12441.5,12550.579
6031.81,6188.6763
48787.77,50004.277
43282.87,43394.348
8518.11,10211.024
19305.26,19435.13
76434.89,82119.73
6765.0,6329.7744
39299.81,41999.94
4724.16,3963.6863
1580.51,2430.3916
6267.59,6129.3735
19798.48,22814.818
678.0,511.1191
1147.47,2051.2683
273.5,838.0367
7775.5,7067.64
2502.5,2644.9878
6433.0,5031.67
16781.23,17003.174
914.38,1329.8162
16939.41,18239.291
165179.18,150127.33
1262.0,1535.6326
3328.0,3383.9631
342.0,-226.54002
2992.02,2850.899
12435.39,12303.29
4850.28,3953.9724
3510.9,3405.4253
9213.34,10027.168
12511.55,10593.225
47149.76,40780.67
20481.87,22079.084
9065.51,8332.832
4691.16,5241.2554
6530.52,6087.0513
1611.87,1919.727
7132.44,7933.903
2428.22,4097.0312
32573.36,32721.672
151649.89,146153.5
5020.39,5532.86
38804.85,36142.023
1379.41,1478.6766
34778.58,34310.57
34147.91,34627.438
19122.3,19188.47
1279.69,2209.9502
449.11,-77.18855
6567.13,6834.465
5202.21,5182.1987
15570.39,15830.303
15326.61,15433.492
9053.82,9391.227
1505.62,1443.0128
34409.12,33712.85
8163.53,7223.4487
13498.76,11612.29
3116.86,4302.849
14741.89,14755.188
120976.05,115628.695
28504.36,28817.383
9086.85,7127.9224
10771.23,11691.874
51364.61,48729.96
35625.58,38295.75
9610.42,6484.0864
15299.01,18731.162
3112.16,3360.3003
4141.55,3719.9949
37985.64,39378.746
29969.01,33735.117
38357.91,37371.84
5317.16,4851.7183
2372.82,3898.5498
2772.0,2631.9937
657.71,1721.8923
21961.08,22970.516
4665.75,4949.0645
13312.49,13916.515
24443.5,23888.842
16407.45,17406.531
5495.31,7056.6187
130381.29,95081.69
0.07,300.36856
10148.13,16834.938
16749.24,16370.332
12738.86,13004.146
36759.33,38089.492
3646.25,3836.702
11150.14,8928.157
1636.44,1279.6897
932.8,2985.3362
9135.88,22051.041
2244.55,2118.319
28717.28,22515.16
1.73,-118.69596
10137.78,11627.469
49069.9,50906.094
39387.54,39958.715
7745.34,6138.168
23201.49,21656.162
20746.05,23345.998
11647.8,12972.147
14749.86,14042.057
192.0,973.81244
4851.27,4523.026
2471.29,1548.0103
1139.81,1103.8221
160.02,1311.3835
95341.8,65149.777
4989.05,5368.1704
17556.76,17804.076
21345.41,21342.72
1580.0,1069.1678
426.48,194.10234
347.43,-101.46894
2221.04,2377.6548
27890.49,20266.988
165.17,584.06287
40855.58,39733.293
593.96,446.00748
17471.86,17704.764
44403.38,50440.527
7870.7,6986.375
6323.96,5210.1455
7115.54,9613.92
9421.03,11378.697
134610.49,125825.27
6276.14,6571.255
11.94,-694.2706
4119.28,5249.5
18376.25,16693.77
18792.54,22124.232
20606.11,20460.719
22898.33,22107.805
9486.32,8792.458
17477.41,20187.486
1826.34,1935.1163
12686.06,11672.625
11990.87,13712.78
2440.16,2123.236
60069.23,65173.824
461.0,10200.956
76903.16,75265.86
16359.64,14033.506
11264.66,12663.727
16747.89,15512.352
2802.32,2928.4253
2328.6,2131.49
49060.55,40606.87
3255.69,3877.3242
1863.4,1817.3689
224.76,-387.40033
14617.12,15147.254
67.89,354.1059
311.36,552.2615
1356.52,1091.1046
61678.41,62425.13
196.34,-941.6013
3806.0,5835.696
10561.92,10450.0
26461.66,26530.123
3368.64,3574.8596
-298.0,1364.7179
3284.82,3645.9028
260.0,-489.6674
18051.15,17148.404
34.0,658.4593
2431.75,2682.4397
1712.26,1537.4199
74827.84,80500.73
144.0,-698.03906
21943.74,20259.871
635.51,1165.8312
3933.84,3203.5554
2196.0,3121.821
17530.35,17622.953
976.0,1052.9465
11216.25,9419.361
-5.0,133.62816
32041.76,31793.895
4847.57,6940.919
2347.07,1564.9176
15544.16,13190.3
13769.31,13245.261
35529.16,33963.19
114210.61,102174.5
66187.45,58104.195
21034.62,21767.705
9217.87,10382.607
5708.96,5489.0894
12780.05,15548.111
28013.73,25395.342
2397.0,1966.3005
947.98,317.20108
16743.8,18513.479
2552.57,1422.6477
82.77,-449.19827
885.28,1757.3865
36960.94,30306.531
112932.48,112254.38
27400.21,27960.059
808.0,369.77057
19403.54,19246.459
172.16,-981.1019
85345.98,76829.805
14067.8,14331.758
5119.79,4414.4175
10460.21,13916.439
64924.38,63593.484
1166.0,1626.1592
4674.93,4327.007
226.32,-281.16992
3261.03,3156.4524
6806.03,7802.5693
14844.11,13834.046
1701.0,2057.9607
13564.69,13921.551
1570.13,2115.5044
17439.14,18420.719
2255.62,4154.063
21568.46,23202.436
77852.74,74691.98
99.45,1219.6459
24.96,-595.9783
57010.14,48661.543
1025.65,5838.9307
16164.61,18652.973
2722.34,1811.1824
17109.5,18052.715
34.41,-548.3512
1915.76,1525.7804
4742.86,2951.4456
6689.94,6475.2686
1885.58,3120.592
5478.63,4427.676
92964.97,92285.266
906.58,1417.9717
1520.07,7269.864
319.81,-424.63452
5222.7,6280.605
62967.28,59239.76
2494.0,2000.4775
5869.55,6886.92
1262.5,2070.5278
11019.82,12841.521
5573.12,6065.8696
38233.23,41396.832
59.84,-853.41797
21486.96,20932.951
3823.4,2007.7639
8902.61,7345.4336
17073.61,14959.537
4594.95,6967.932
23547.38,23836.168
6946.14,9337.993
21840.18,20104.393
5160.77,5118.7344
2590.9,5649.872
17440.57,15265.719
30.92,-988.4887
29.28,-1550.8413
4932.86,4236.136
3762.84,3647.346
21025.64,20754.596
37282.5,34946.652
27437.66,24875.732
16996.06,18349.271
7933.48,8377.465
936.0,1508.8573
4642.99,4627.5376
15806.68,16089.059
5118.48,5031.479
0.5,1870.0123
2273.12,1820.2717
52555.56,69910.95
8688.74,8625.926
330.31,1031.6266
39131.82,39587.3
16444.8,16672.965
25771.31,27174.846
109159.24,110430.87
18027.09,18596.125
3691.87,3456.8877
18072.41,17548.205
7827.61,7081.4756
18221.94,18527.453
23491.17,24972.35
1877.67,1996.7861
38541.8,39453.887
23390.56,21992.297
766.83,-583.2528
8858.79,10793.519
16868.26,15360.358
4993.82,5208.176
11.94,168.24214
12415.45,13993.948
89170.55,86516.61
15.25,-122.86235
35266.64,36273.312
15639.17,16817.365
8026.96,7352.8984
16857.87,19270.092
59.28,716.1668
16520.55,19917.572
687.65,665.46204
26999.13,26502.842
2863.83,2361.4004
517.9,644.4284
10772.2,11875.864
5566.61,6754.01
1500.28,1966.7499
7846.19,7986.6777
2866.18,3509.0513
1952.79,2320.6252
61.64,-1430.8633
52339.98,52622.52
20632.32,20510.947
3905.71,3646.1877
2172.1,1056.6825
9685.77,11016.933
30636.22,31130.97
5613.5,5780.659
10746.75,9609.449
3349.53,3767.9502
10237.65,9620.854
1621.75,1172.6476
62170.29,64562.484
140.8,175.59335
3829.71,3921.7305
2138.0,2374.29
11378.24,11609.923
232.18,1306.9087
8054.15,9306.245
20826.91,20264.285
3833.71,3931.8247
8059.0,3782.6646
28909.0,23177.422
13274.5,12412.66
27615.75,30445.625
1327.0,380.79654
2998.23,2735.722
2162.0,853.4428
20309.9,14041.283
2.26,-114.94654
62631.87,63478.02
12394.69,10046.556
9376.09,11191.102
6385.06,6710.4517
6296.82,7679.1763
44610.83,43986.207
15322.07,14177.335
7.84,-319.69455
645.41,12838.555
88489.49,79838.24
3741.18,4185.1777
1623.93,1177.8754
360.8,255.21825
4082.77,6943.6436
2147.45,3581.9473
27023.27,27108.686
40467.29,40668.55
6425.37,4190.0225
3236.59,3405.2664
28864.14,29252.217
22567.69,22128.58
2111.31,1959.6937
3317.07,4117.9414
4061.81,2293.5667
25661.21,22474.771
148537.71,147659.86
16922.76,15986.705
6170.99,5287.419
2149.94,2763.255
6093.59,6560.6396
13004.32,10155.852
18597.64,10310.992
2838.95,2427.9229
25425.99,21095.395
32514.29,27219.13
4621.85,4533.273
497.61,-255.85094
41387.61,45145.645
51209.71,40054.69
4860.62,5554.3193
12930.5,11886.905
36255.73,33549.934
3420.0,2874.425
1415.0,2308.0222
27493.53,26604.771
563.96,866.1075
11762.45,9026.209
4581.24,3701.0713
10696.62,14337.385
1224.8,538.4095
1095.2,367.65613
6422.24,6280.9893
-11.54,1752.2731
541.02,-42.84987
34770.3,34673.89
7078.3,7115.278
33574.98,33683.953
2753.19,2452.122
19298.42,19677.525
409.0,-557.56604
18221.48,18483.35
37851.72,35979.566
1925.47,2101.5127
6531.77,6272.7725
10722.46,13575.908
7937.6,9043.958
1215.81,1858.7075
662.8,-10.909627
2511.83,2256.7935
34021.83,38842.305
1768.9,-183.6105
13102.65,14903.545
22064.59,23517.777
1160.0,2485.3477
7164.84,6459.467
2967.52,2455.8967
6340.44,8822.121
237.77,1622.9141
3465.99,3209.7815
43551.82,52465.07
9343.7,8499.817
4483.37,5037.4316
34791.81,34746.832
277.62,151.65237
7988.41,8152.26
17036.18,16995.965
15717.95,16162.528
71100.69,66958.54
422.67,1042.7826
1510.0,1770.4186
3201.24,3435.965
191.62,-1199.8495
19377.23,18020.164
1414.79,1712.8615
5942.12,4922.9116
5065.03,5294.135
550.48,130.82399
6993.46,7688.753
23780.94,24458.959
1741.45,416.1224
28026.87,24812.11
10553.16,11618.167
13969.93,17091.455
788.02,1006.3306
235.8,526.29517
48914.81,47353.652
1906.94,1932.7677
57831.43,62006.55
2.97,664.7221
89508.71,79553.64
35145.0,39152.56
13463.54,12751.67
47388.47,47972.17
3742.27,4080.3206
6294.66,7690.1587
11836.6,12623.826
12737.25,10635.242
4258.11,4326.239
16658.14,16203.398
956.04,511.85556
981.58,1800.0017
5714.31,4791.7046
2038.17,2254.9219
47202.82,45078.445
720.1,276.21735
658.69,-86.42076
8395.52,9909.024
149545.53,150742.9
9675.3,12139.781
14930.46,16230.46
25246.08,26707.262
390.11,1309.8386
21455.64,22562.89
234.34,-658.2064
114092.26,118991.766
35604.16,32349.574
39859.0,39428.01
3448.42,3556.2192
7213.62,10579.563
7192.04,7645.4907
7623.7,5370.917
15330.69,14190.351
8159.43,9680.204
3568.0,3446.038
11934.14,11454.068
380.16,1770.7701
35024.19,37937.86
4248.04,3792.1416
10726.57,10237.619
2554.11,3078.0354
2947.76,3250.9363
21643.01,21527.752
180.32,849.99384
32327.21,31077.217
5427.19,5245.4287
20400.56,21964.562
51995.9,49255.402
28857.35,30531.484
917.82,-892.343
15907.48,17694.875
3472.47,4593.4404
11726.3,11886.242
30387.97,29555.607
17229.9,16815.389
314.98,549.8522
6650.56,7225.621
8836.19,9574.253
134.69,-253.00482
8074.08,8094.167
2028.98,3505.8655
1804.17,2365.146
30715.99,31002.123
10977.83,12516.883
4061.53,4192.9385
9351.59,9455.975
34492.52,38637.445
7864.72,7827.233
1233.89,1533.1602
4434.51,3570.6353
37026.62,23363.629
11042.08,12893.647
41.92,1188.4384
345.84,-35.45169
52480.86,53087.19
19923.4,20608.475
33098.3,29154.36
6105.0,3602.2488
16235.87,18154.098
2.16,-546.93054
6775.46,8263.651
20306.05,20644.117
30200.46,33450.555
120.74,3.7274637
23.6,-46.290802
2880.93,2359.803
25129.65,27922.451
994.66,676.8898
25324.13,26219.762
15690.11,15022.097
7447.6,7705.195
14540.02,15193.41
37014.68,37332.438
4800.0,5396.8213
815.91,1068.9424
35295.59,36688.285
654.32,350.71747
14444.95,14299.16
25565.24,24654.941
3852.62,3687.108
40601.07,44038.08
8820.03,9526.261
27866.43,30527.477
56659.18,58502.664
8530.71,6944.451
30872.22,30915.213
527.87,1927.3024
22842.2,22639.805
-3.15,525.72424
4142.68,3989.1448
14481.52,16147.725
1100.78,-8.825706
8438.64,11200.721
0.1,473.94324
11463.53,9699.282
3730.0,4671.1035
582.75,200.78441
19944.74,19015.178
79.5,-141.95836
895.0,2190.1868
5339.62,4767.1245
1542.75,1801.3208
7399.1,7189.241
6015.86,8193.264
68503.09,52812.934
1344.41,827.8028
5918.8,6465.985
35918.0,37432.24
352.51,111.122154
18354.05,20041.178
59534.72,59346.027
1466.0,1659.6768
2845.1,4128.0986
468.48,951.3605
23370.26,24292.865
1601.07,1737.5981
1933.65,1956.655
19711.83,20947.742
5886.87,5549.5757
24987.82,25468.371
6583.3,7999.2993
16018.72,19577.021
333.6,364.18372
3389.14,3535.879
11158.79,12226.219
32880.66,29514.396
16891.99,16676.496
59143.72,47951.4
3510.17,2727.4885
17516.16,11407.732
3184.61,3351.6863
22668.6,21864.018
9719.22,8949.669
363.0,639.0174
22154.01,19652.516
10082.31,11465.498
8989.28,8051.8486
5634.15,5199.052
7995.8,9729.744
1465.0,1843.0957
202.5,1494.9257
34151.51,33951.35
24171.65,21257.48
22657.71,21326.752
7927.76,7329.068
733.88,1121.9327
1988.31,5157.7725
15839.58,13958.3955
4357.59,3523.7217
14358.82,18408.463
329.15,98.86906
13152.89,12630.898
11087.07,11142.041
10818.89,12514.654
22614.76,20583.385
82412.3,85826.445
33445.26,34500.746
3103.69,3420.3464
4263.8,4503.9404
5479.5,5219.8496
2280.98,2421.8914
4334.6,4206.981
8551.83,9932.725
2263.99,2876.0964
56.12,228.94336
6533.1,5981.1724
-1.88,1612.8018
16704.39,17013.115
-2.45,2299.3823
2882.0,2769.919
29.0,5170.5107
64166.24,54313.914
1167.0,868.96436
21029.45,19625.562
10068.14,9800.915
76831.1,75001.9
39509.59,45308.67
28739.71,26693.951
25557.35,25692.357
6539.71,7081.8643
52843.32,52745.43
5693.83,4116.83
408.74,-275.1851
18787.42,18086.932
75693.8,77662.54
26440.66,25820.082
2890.95,2837.091
2382.44,2999.5479
41082.45,37296.008
56503.07,57177.633
9470.56,10617.04
47710.24,46974.44
27523.55,28311.473
16085.17,15186.102
592.64,797.3131
76310.17,77370.57
31758.32,29982.414
15732.22,16379.034
37297.1,37456.023
10071.28,12943.844
2502.5,3394.4792
290.01,-1882.131
25915.27,27692.22
6973.88,5795.2363
3620.38,4179.86
559.0,1064.4688
1811.65,2869.0046
9524.87,8419.34
7920.52,8286.166
45834.13,54758.336
50559.31,48241.727
27352.83,26171.139
23901.33,26708.508
2442.06,1917.9182
34766.08,33091.816
18539.33,17721.807
3394.43,4429.767
5184.87,4893.9824
34799.09,33928.74
1512.0,2138.9907
54655.54,54789.062
3006.39,3906.6462
50596.62,50647.066
908.88,1128.2809
43.2,383.45782
3516.9,3785.0227
42208.58,41321.805
159841.27,170565.19
1997.18,2515.1401
57481.55,56450.78
925.0,2728.1218
7836.49,8573.762
13208.73,12497.214
86107.92,89019.16
18176.65,17856.324
6601.35,7634.758
984.99,1246.0045
119898.02,119560.12
46654.19,46192.89
8773.81,6900.592
32721.63,33674.21
2564.4,3707.7957
63214.94,65353.168
131172.74,131779.1
4326.46,5242.086
19684.48,20930.117
690.28,725.6772
3557.47,4774.9243
40525.47,37913.625
56195.82,52108.58
56148.54,55889.926
3666.23,3476.6343
46372.19,46553.402
22.57,101.37643
17352.87,18575.049
6834.09,4314.1206
59813.44,61871.195
6680.42,7270.0923
12980.87,12393.399
40754.18,36122.53
-1.96,-634.53296
9407.0,6540.8374
11251.68,10817.062
4545.0,5034.258
37025.07,34008.305
3625.61,3181.7844
603.42,2692.5408
4616.93,4323.887
-289.0,-407.62817
1871.93,3287.6082
1393.5,2369.07
75.0,-136.03325
10591.87,11159.553
4656.57,5584.767
324.28,154.9911
18147.51,15766.5
16.56,191.65456
9.76,8.574968
37334.79,32401.62
1948.34,3190.3262
506.64,783.3682
4323.84,3319.82
21200.36,22102.004
6665.41,5903.663
98174.16,102601.63
13983.33,14140.157
76536.87,76348.09
44960.02,35778.008
19556.06,19854.682
10414.21,11035.739
26552.65,26471.604
19396.31,18656.938
17539.67,19110.852
1152.8,1409.4409
37063.76,40701.01
7216.16,6874.199
27001.29,28001.729
537.74,-105.45709
25705.7,23631.938
1163.99,2129.1343
22669.98,21360.572
4052.85,3596.0107
18375.65,20923.75
2402.43,2442.1497
34314.14,28607.465
355.48,369.96805
5898.4,4623.9214
821.26,965.2599
4593.9,3990.3206
6498.92,7162.424
10075.46,9748.724
1187.07,64.514885
41556.25,41933.406
12260.54,14126.388
8726.0,8750.229
10489.94,9994.141
912.67,530.6628
642.87,53.38033
2247.57,1997.4926
8296.74,7309.814
43166.29,43912.605
23532.28,24412.377
8952.27,8768.008
0.08,-316.78525
27192.98,26883.104
58301.62,62535.94
15829.99,15782.55
6127.81,6939.4043
3819.79,2759.7922
7965.49,7874.656
2692.25,1976.5465
38378.47,39658.145
20508.5,20661.533
10206.81,8877.99
3469.76,2986.2004
4437.34,4516.0107
13273.58,13308.753
549.25,1073.5404
14074.13,19030.584
21439.19,21997.02
912.0,-147.60623
43507.21,46513.77
47.0,269.8041
74365.19,72501.83
41650.35,29417.64
1085.53,1992.4069
18775.47,18967.477
2602.76,3904.6846
100.49,-204.01198
9137.1,8880.764
2336.6,2775.5637
668.72,439.075
5277.15,6541.2153
3748.03,4360.516
6295.38,5233.451
3457.67,3940.1128
4205.75,3534.0872
34162.5,25193.928
1815.25,2728.6514
163.84,-979.89294
7611.48,8081.747
15.94,2054.0789
6410.23,6784.449
3214.33,2467.5742
16972.2,15245.776
2956.02,3225.1526
38045.63,39179.07
1488.28,1171.3922
5229.78,7310.932
48697.31,52121.195
3590.05,4208.472
6338.97,4215.418
116826.78,120174.94
69472.49,72560.89
19.72,-419.38885
82965.21,80711.82
271.49,-68.21167
12758.94,13507.684
2580.13,2933.07
1894.91,1864.9692
1470.47,2383.5422
6580.23,7559.699
5674.08,6014.2656
10845.9,11013.254
910.0,1576.143
1200.01,1025.355
132.0,321.37497
2398.79,3281.8792
354.24,265.53778
18640.09,17131.023
2400.0,1054.2863
48565.55,49507.12
9499.4,8728.078
33834.22,31489.72
11711.17,10771.3125
8499.74,7933.364
5614.19,6055.0376
9774.22,10733.232
10726.99,11691.587
7404.2,6745.126
34803.18,39163.957
36659.52,34696.95
14450.45,14774.138
53639.5,46132.625
11228.5,10413.003
4542.65,4538.217
31472.63,29440.602
272.8,121.68282
4767.46,5393.4346
10721.96,10543.839
2726.42,1326.259
15548.19,14695.802
16233.53,18119.896
10346.29,9614.488
680.98,1701.7449
3958.11,1407.4436
1537.38,830.49347
1245.88,35.278328
309.56,802.46967
24600.99,26257.674
10966.54,12434.155
56900.26,50658.65
9166.57,10003.706
19774.69,15960.31
20836.42,18025.725
16494.57,16826.424
15376.23,12697.843
2245.36,2389.0688
4897.67,5292.854
2128.49,3720.0222
25210.0,24110.742
28783.09,27708.809
7295.82,7054.413
6783.45,5318.6353
67.91,551.3631
316.0,50.31919
560.65,1150.8702
3070.79,3332.5576
1370.65,2397.4858
6537.65,5913.7944
49269.72,48949.33
3999.67,4028.5488
5004.69,4362.6406
6984.13,6857.844
27827.31,24751.865
77293.84,74237.79
2991.18,2127.1597
48.48,-106.32764
18646.27,17854.705
44843.82,42094.03
10.0,44.712433
40363.28,32375.49
1.0,-641.8208
660.0,-209.22601
8514.67,7842.6426
29122.26,45956.547
4203.09,4019.7986
1777.76,1206.3862
1836.89,2560.6064
6208.72,6214.2134
25047.79,23946.47
19626.9,15796.837
17554.39,17515.268
4809.09,4631.2646
5464.93,6536.9893
16419.25,16535.977
8918.84,10914.423
5560.44,6853.253
23100.46,23847.375
656.66,836.15125
6986.78,6753.5244
5467.0,6081.9395
6213.29,6029.4146
5265.09,34003.047
4228.68,5722.771
52910.47,56873.773
8670.38,8579.29
756.33,1565.9531
102.0,459.88046
69443.81,47682.69
9315.19,12403.177
6917.57,8211.468
8763.66,6962.037
77249.89,74553.71
8019.58,7689.9346
29.75,184.09013
487.87,691.435
2315.38,1586.6301
9113.41,9326.06
1804.34,1821.0209
18199.91,19754.807
41883.98,44267.32
5555.05,4822.8506
2.36,-1460.2893
6853.51,6888.6885
26552.8,28915.723
3519.35,4342.2183
7620.39,8886.075
1855.68,4172.5166
33.47,-279.806
565.23,1181.5177
26475.79,29582.422
20783.86,19249.016
3133.65,2915.9185
11472.79,14174.12
10213.37,9616.168
3327.67,3361.0742
4898.26,5999.0933
10.0,-448.1149
24674.96,26847.383
10.0,-258.4508
11178.83,12782.155
2.97,-491.94647
5874.04,4755.171
20420.93,19220.7
3425.82,4710.3657
167.59,394.38272
21450.99,22198.746
22864.93,23638.264
32015.79,31732.508
34497.87,37969.49
2780.71,3712.006
35464.49,36347.188
5716.69,6710.8726
7295.49,8389.222
8869.87,7944.002
6599.4,8820.71
3582.24,4111.8013
15251.84,19246.822
20412.76,26007.076
40.8,-16.650633
1914.38,1634.5482
2404.24,2643.878
25862.48,25471.912
6840.5,9502.313
17867.28,20125.408
67767.77,65866.05
12281.0,6965.7476
2647.96,2316.4292
44245.64,46279.305
2186.5,1837.6941
4763.67,5717.246
5018.52,5703.681
9505.85,8805.508
377.68,-722.5482
47227.5,47575.723
36985.34,40912.88
11372.54,10178.364
2213.0,1710.3593
75070.16,76632.01
90232.68,80953.51
842.0,808.76324
2996.27,3274.8374
17405.49,14543.3
46712.63,46339.6
11.94,-394.05722
264.0,-1165.3784
13480.95,12882.561
7726.1,9130.8125
154.8,106.41906
14024.24,12746.087
2060.78,2677.98
116.76,-1591.1798
45484.73,43974.047
63756.83,62892.074
2192.77,2853.2483
10849.17,13152.187
9225.35,8139.0176
44500.3,48362.39
2281.68,1838.3589
32016.77,31737.846
3471.56,4244.649
58985.98,51472.266
7811.76,7951.722
6446.79,6227.7515
4289.88,3543.3716
3503.23,5008.659
24042.43,25175.68
500.46,1599.2186
191.5,-369.5932
3780.0,4812.049
9.88,-495.0882
6965.41,9603.171
2860.29,2836.259
44.01,90.5901
3990.0,4293.8584
77359.17,69947.93
4822.61,4428.0938
2893.16,3288.29
5378.37,6616.585
315.12,2279.2957
